timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1620554230301,415,HTTP Request,200,OK,Users 1-12,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,21
1620554230301,415,HTTP Request,200,OK,Users 1-14,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,17
1620554230300,416,HTTP Request,200,OK,Users 1-9,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,416,0,28
1620554230301,415,HTTP Request,200,OK,Users 1-3,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,17
1620554230301,414,HTTP Request,200,OK,Users 1-2,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,412,0,26
1620554230301,415,HTTP Request,200,OK,Users 1-10,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,27
1620554230327,400,HTTP Request,200,OK,Users 1-8,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,400,0,1
1620554230301,415,HTTP Request,200,OK,Users 1-4,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,28
1620554230301,415,HTTP Request,200,OK,Users 1-7,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,17
1620554230299,417,HTTP Request,200,OK,Users 1-1,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,417,0,28
1620554230301,415,HTTP Request,200,OK,Users 1-5,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,17
1620554230301,415,HTTP Request,200,OK,Users 1-6,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,21
1620554230301,415,HTTP Request,200,OK,Users 1-13,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,27
1620554230301,415,HTTP Request,200,OK,Users 1-11,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,415,0,27
1620554231805,439,HTTP Request,200,OK,Users 1-14,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,439,0,0
1620554231805,439,HTTP Request,200,OK,Users 1-4,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,439,0,0
1620554231807,437,HTTP Request,200,OK,Users 1-1,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,437,0,0
1620554231800,444,HTTP Request,200,OK,Users 1-10,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,444,0,0
1620554231806,438,HTTP Request,200,OK,Users 1-8,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,438,0,0
1620554231806,438,HTTP Request,200,OK,Users 1-2,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,438,0,0
1620554231807,437,HTTP Request,200,OK,Users 1-3,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,437,0,0
1620554231806,438,HTTP Request,200,OK,Users 1-7,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,438,0,0
1620554231805,439,HTTP Request,200,OK,Users 1-6,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,439,0,0
1620554231794,450,HTTP Request,200,OK,Users 1-13,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,450,0,0
1620554231805,439,HTTP Request,200,OK,Users 1-11,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,439,0,0
1620554231800,444,HTTP Request,200,OK,Users 1-9,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,444,0,0
1620554231809,435,HTTP Request,200,OK,Users 1-12,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,435,0,0
1620554231818,426,HTTP Request,200,OK,Users 1-5,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,426,0,0
1620554233276,332,HTTP Request,200,OK,Users 1-1,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,332,0,0
1620554233284,331,HTTP Request,200,OK,Users 1-9,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,331,0,0
1620554233285,334,HTTP Request,200,OK,Users 1-13,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,334,0,0
1620554233288,334,HTTP Request,200,OK,Users 1-3,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,334,0,0
1620554233288,336,HTTP Request,200,OK,Users 1-10,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,336,0,0
1620554233288,336,HTTP Request,200,OK,Users 1-5,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,336,0,0
1620554233304,334,HTTP Request,200,OK,Users 1-8,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,334,0,0
1620554233304,334,HTTP Request,200,OK,Users 1-4,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,334,0,0
1620554233304,335,HTTP Request,200,OK,Users 1-11,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,335,0,0
1620554233304,336,HTTP Request,200,OK,Users 1-14,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,336,0,0
1620554233304,337,HTTP Request,200,OK,Users 1-6,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,337,0,0
1620554233306,342,HTTP Request,200,OK,Users 1-7,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,342,0,0
1620554233306,342,HTTP Request,200,OK,Users 1-2,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,342,0,0
1620554233306,343,HTTP Request,200,OK,Users 1-12,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,343,0,0
1620554234806,614,HTTP Request,200,OK,Users 1-14,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,614,0,0
1620554234789,632,HTTP Request,200,OK,Users 1-10,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,632,0,0
1620554234806,615,HTTP Request,200,OK,Users 1-12,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,615,0,0
1620554234788,633,HTTP Request,200,OK,Users 1-9,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,633,0,0
1620554234806,615,HTTP Request,200,OK,Users 1-7,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,615,0,0
1620554234806,615,HTTP Request,200,OK,Users 1-11,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,615,0,0
1620554234806,615,HTTP Request,200,OK,Users 1-6,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,615,0,0
1620554234806,615,HTTP Request,200,OK,Users 1-4,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,615,0,0
1620554234779,642,HTTP Request,200,OK,Users 1-1,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,642,0,0
1620554234807,613,HTTP Request,200,OK,Users 1-2,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,613,0,0
1620554234788,633,HTTP Request,200,OK,Users 1-5,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,633,0,0
1620554234789,632,HTTP Request,200,OK,Users 1-3,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,632,0,0
1620554234806,614,HTTP Request,200,OK,Users 1-8,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,614,0,0
1620554234789,633,HTTP Request,200,OK,Users 1-13,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,633,0,0
1620554236289,460,HTTP Request,200,OK,Users 1-3,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,460,0,0
1620554236289,460,HTTP Request,200,OK,Users 1-10,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,460,0,0
1620554236280,469,HTTP Request,200,OK,Users 1-1,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,469,0,0
1620554236285,464,HTTP Request,200,OK,Users 1-5,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,464,0,0
1620554236302,450,HTTP Request,200,OK,Users 1-14,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,450,0,0
1620554236306,446,HTTP Request,200,OK,Users 1-2,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,446,0,0
1620554236302,450,HTTP Request,200,OK,Users 1-6,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,450,0,0
1620554236307,445,HTTP Request,200,OK,Users 1-8,text,true,,367,155,14,14,http://localhost:8080/?token=466636606&user=1964509942&conf=3,445,0,0
